observer_id,frame_number,marker_ids,marker_count,frame_score,reference_marker_seen,selection_reasons
moving_frame_000008,8,1;5;6;7;14,5,58.928024046962236,True,reference_marker_14;top_pair_6_14
moving_frame_000009,9,1;2;5;6;7;14,6,77.76575187789577,True,reference_marker_14
moving_frame_000010,10,1;2;5;6;7;14,6,98.66089724084036,True,reference_marker_14;top_pair_1_7;top_pair_2_7;top_pair_5_7
moving_frame_000011,11,1;2;5;6;7;14,6,97.38569389005755,True,reference_marker_14;top_pair_1_14;top_pair_2_14;top_pair_6_14
moving_frame_000012,12,1;2;5;6;7;14,6,96.76004169696712,True,reference_marker_14;top_pair_5_14;top_pair_5_7;top_pair_7_14
moving_frame_000013,13,1;2;5;6;7;14,6,96.76004169696712,True,reference_marker_14;top_pair_5_14;top_pair_5_7;top_pair_7_14
moving_frame_000014,14,1;2;5;6;7;14,6,114.21763248236027,True,reference_marker_14;top_pair_1_7;top_pair_2_7
moving_frame_000015,15,1;2;5;6;7;14,6,126.64178078331628,True,reference_marker_14;top_pair_1_14;top_pair_1_6;top_pair_1_7;top_pair_2_14;top_pair_2_6;top_pair_2_7;top_pair_6_14;top_pair_7_14
moving_frame_000016,16,1;2;5;6;7;14,6,129.78284407003258,True,reference_marker_14;top_pair_1_14;top_pair_1_6;top_pair_1_7;top_pair_2_14;top_pair_2_6;top_pair_2_7;top_pair_5_14;top_pair_5_7;top_pair_6_14;top_pair_7_14
moving_frame_000017,17,1;2;5;6;14,5,132.2138807652905,True,reference_marker_14;top_marker_2;top_pair_1_6;top_pair_2_6
moving_frame_000018,18,1;2;5;6;14,5,132.2138807652905,True,reference_marker_14;top_marker_2;top_pair_1_6;top_pair_2_6
moving_frame_000019,19,1;2;5;14,4,126.60179652682821,True,reference_marker_14;top_marker_2;top_pair_1_14;top_pair_1_2;top_pair_2_14;top_pair_5_14
moving_frame_000020,20,1;2;5,3,104.24481272177209,False,top_marker_2;top_pair_1_5;top_pair_2_5
moving_frame_000021,21,1;2;5,3,104.55370616947863,False,top_pair_1_5;top_pair_2_5
moving_frame_000022,22,1;2;5,3,110.09344328498796,False,top_marker_2;top_pair_1_2;top_pair_1_5;top_pair_2_5
moving_frame_000023,23,1;2;5,3,110.09344328498796,False,top_marker_2;top_pair_1_5;top_pair_2_5
moving_frame_000025,25,1;2,2,157.59863783463555,False,top_marker_1;top_marker_2;top_pair_1_2
moving_frame_000026,26,1;2,2,157.59863783463555,False,top_marker_1;top_marker_2;top_pair_1_2
moving_frame_000030,30,1,1,80.93346124290726,False,top_marker_1
moving_frame_000031,31,1,1,80.93346124290726,False,top_marker_1
moving_frame_000048,48,1,1,152.68489264951896,False,top_marker_1
moving_frame_000049,49,1,1,152.68489264951896,False,top_marker_1
moving_frame_000050,50,1,1,98.28066407624995,False,top_marker_1
moving_frame_000051,51,1,1,114.35879559965318,False,top_marker_1
moving_frame_000059,59,0,1,59.64827494591301,False,top_marker_0
moving_frame_000060,60,0,1,66.40905583047565,False,top_marker_0
moving_frame_000061,61,0,1,58.25678872202514,False,top_marker_0
moving_frame_000062,62,0,1,58.25678872202514,False,top_marker_0
moving_frame_000064,64,0,1,59.48800475367785,False,top_marker_0
moving_frame_000065,65,0,1,59.48800475367785,False,top_marker_0
moving_frame_000066,66,0,1,66.2930261636898,False,top_marker_0
moving_frame_000077,77,3,1,27.846075568039357,False,top_marker_3
moving_frame_000078,78,3,1,40.325587429721296,False,top_marker_3
moving_frame_000079,79,3,1,35.27027374946265,False,top_marker_3
moving_frame_000080,80,3,1,33.19021969273546,False,top_marker_3
moving_frame_000081,81,3,1,32.72258880866829,False,top_marker_3
moving_frame_000083,83,3,1,31.92171415790485,False,top_marker_3
moving_frame_000088,88,4,1,60.378394678776125,False,top_marker_4
moving_frame_000089,89,4,1,60.378394678776125,False,top_marker_4
moving_frame_000091,91,4,1,59.20795879693659,False,top_marker_4
moving_frame_000092,92,4,1,77.7089285526118,False,top_marker_4
moving_frame_000093,93,4;7,2,110.0678017733863,False,top_marker_4;top_marker_7;top_pair_4_7
moving_frame_000094,94,4;7,2,110.0678017733863,False,top_marker_4;top_marker_7;top_pair_4_7
moving_frame_000095,95,4;7,2,99.62890093343158,False,top_marker_4;top_pair_4_7
moving_frame_000096,96,4;6;7,3,194.9459898555752,False,top_marker_4;top_marker_6;top_marker_7;top_pair_4_6;top_pair_4_7;top_pair_6_7
moving_frame_000098,98,6;7,2,82.3962914174445,False,top_marker_6
moving_frame_000099,99,6;7,2,82.3962914174445,False,top_marker_6
moving_frame_000100,100,6;7,2,73.56278693020262,False,top_marker_7
moving_frame_000101,101,6;7,2,88.0366177449179,False,top_marker_6
moving_frame_000102,102,6;7;8,3,111.770724746083,False,top_marker_7;top_pair_7_8
moving_frame_000103,103,6;7;8,3,123.31009620144135,False,top_marker_7;top_pair_6_7;top_pair_7_8
moving_frame_000104,104,6;7;8,3,111.86321310462006,False,top_marker_7;top_pair_6_7;top_pair_6_8;top_pair_7_8
moving_frame_000105,105,6;7;8,3,121.65533257484637,False,top_marker_7;top_pair_6_7;top_pair_6_8;top_pair_7_8
moving_frame_000106,106,5;6;8,3,129.50221994455478,False,top_marker_5;top_marker_6;top_pair_5_6;top_pair_5_8;top_pair_6_8
moving_frame_000107,107,5;6;8,3,128.04139993379826,False,top_marker_5;top_marker_6;top_pair_5_6;top_pair_6_8
moving_frame_000108,108,5;6;8,3,140.35522243414556,False,top_marker_5;top_marker_6;top_pair_5_6
moving_frame_000109,109,5;6;8,3,114.59071022167036,False,top_marker_5;top_marker_6;top_pair_5_6
moving_frame_000110,110,5;8,2,71.43321534817127,False,top_marker_5
moving_frame_000111,111,5;8,2,73.9843693532864,False,top_marker_5;top_pair_5_8
moving_frame_000112,112,5;8,2,83.53067294968332,False,top_marker_5;top_marker_8;top_pair_5_8
moving_frame_000113,113,5;8,2,83.0135853370504,False,top_marker_5;top_pair_5_8
moving_frame_000114,114,8,1,50.99794850375629,False,top_marker_8
moving_frame_000115,115,8,1,50.99794850375629,False,top_marker_8
