observer_id,frame_number,marker_ids,marker_count,frame_score,reference_marker_seen,selection_reasons
moving_frame_000000,0,0;9;10;11;12;13;16,7,140.85585676570926,False,top_marker_13;top_marker_9;top_pair_0_12;top_pair_0_13;top_pair_11_12;top_pair_12_13;top_pair_13_16;top_pair_9_12
moving_frame_000001,1,0;9;10;12;13;16,6,137.09011457019227,False,top_marker_13;top_pair_0_10;top_pair_0_12;top_pair_0_13;top_pair_0_9;top_pair_10_12;top_pair_10_13;top_pair_12_13;top_pair_9_10;top_pair_9_12
moving_frame_000002,2,0;9;10;12;13;16,6,98.1338970288098,False,top_marker_13;top_pair_0_12;top_pair_0_13;top_pair_9_12
moving_frame_000003,3,0;9;10;13;16,5,106.18237605494575,False,top_marker_13;top_pair_13_16;top_pair_9_16
moving_frame_000004,4,0;9;10;11;13;16,6,155.13670906140416,False,top_marker_10;top_marker_11;top_marker_13;top_marker_9;top_pair_10_11;top_pair_10_13;top_pair_11_13;top_pair_9_10;top_pair_9_13
moving_frame_000005,5,9;11;13;16,4,125.15779365619775,False,top_marker_11;top_marker_13;top_marker_9;top_pair_11_13;top_pair_9_13
moving_frame_000006,6,0;9;10;11;13;16,6,170.09672504396562,False,top_marker_11;top_marker_13;top_marker_9;top_pair_10_11;top_pair_10_13;top_pair_11_13;top_pair_13_16;top_pair_9_13
moving_frame_000007,7,0;9;10;11;13;16,6,203.95840659453646,False,top_marker_11;top_marker_13;top_pair_0_13;top_pair_10_11;top_pair_10_13;top_pair_11_13;top_pair_13_16;top_pair_9_10;top_pair_9_13
moving_frame_000008,8,0;9;10;11;16,5,126.68807812040482,False,top_marker_11;top_marker_9;top_pair_0_11;top_pair_11_16;top_pair_9_11
moving_frame_000009,9,0;9;10;11;16,5,136.09743719362945,False,top_marker_11;top_marker_9;top_pair_0_11;top_pair_0_9;top_pair_11_16;top_pair_9_11;top_pair_9_16
moving_frame_000010,10,0;9;10;11;16,5,133.16103769732032,False,top_marker_11;top_marker_9;top_pair_0_10;top_pair_0_11;top_pair_0_9;top_pair_11_16;top_pair_9_11;top_pair_9_16
moving_frame_000011,11,0;9;10;11;12;16,6,172.91150788207275,False,top_marker_9;top_pair_0_11;top_pair_0_12;top_pair_0_9;top_pair_10_11;top_pair_10_12;top_pair_11_12;top_pair_11_16;top_pair_12_16;top_pair_9_10;top_pair_9_11;top_pair_9_12;top_pair_9_16
moving_frame_000012,12,10;12;16,3,98.21499341059233,False,top_marker_12;top_pair_10_12;top_pair_12_16
moving_frame_000013,13,10;12;16,3,110.58897528228965,False,top_marker_12;top_pair_10_16;top_pair_12_16
moving_frame_000014,14,10;12,2,81.40397623431528,False,top_marker_12
moving_frame_000015,15,10;12;16,3,106.33623510246443,False,top_marker_10;top_marker_12;top_pair_10_12;top_pair_10_16;top_pair_12_16
moving_frame_000016,16,10;16,2,41.91205767603331,False,top_marker_10;top_pair_10_16
moving_frame_000017,17,0;10;16,3,50.298855626243494,False,top_marker_10
moving_frame_000018,18,0;10;16;17,4,73.0760303280356,False,top_marker_10;top_pair_0_17;top_pair_10_17;top_pair_16_17
moving_frame_000019,19,0;10;16,3,53.26057865538789,False,top_marker_10;top_pair_0_10
