image_id,image_name,qw,qx,qy,qz,tx,ty,tz,camera_id
140,moving_0139.jpg,0.2821553310631161,-0.004695123112943223,0.9590111734014247,0.025766145672960535,-0.19939171513253953,-0.003492978211349485,3.801378093981168,1
139,moving_0138.jpg,0.2944481555595979,-0.004735051187522863,0.9553119613660426,0.02563043988633629,-0.338088353402811,-0.0039419262400053065,3.8149391866134628,1
138,moving_0137.jpg,0.3064770208497425,-0.00520769206176335,0.9515240310413681,0.025430965086720343,-0.4734502573178385,-0.0029087081383548266,3.824023650866337,1
137,moving_0134.jpg,0.33854343591968405,-0.006066754272669444,0.9405796903638267,0.025717359183587803,-0.8387522691572925,-0.0043463181881005265,3.8335620610741454,1
136,moving_0132.jpg,0.34733377674789156,-0.006294800465821066,0.9373761737585831,0.025407319552843224,-0.9420005546957738,-0.0031678987076627693,3.835960453055394,1
135,moving_0135.jpg,0.3284898698520134,-0.005800860058788352,0.9441397697151387,0.025707015957336654,-0.7251203586582968,-0.0038017459585477148,3.8324734851256888,1
134,moving_0136.jpg,0.31811219661637935,-0.005611373006905061,0.9476861677345626,0.025769562306293473,-0.6035842486787661,-0.0042422575928846165,3.828872607328108,1
133,moving_0128.jpg,0.37355510567388406,-0.006626621996779346,0.9272428164534534,0.02516804007769621,-1.2643495797748971,-0.002224944873478199,3.8672094440025564,1
132,moving_0133.jpg,0.34732134856409685,-0.00630384186311008,0.937381990587171,0.025360325948517164,-0.9419459438978255,-0.0029046638275461788,3.8360596402573504,1
131,moving_0130.jpg,0.36154364730419425,-0.006503055940802498,0.9319900774494747,0.025266517233950046,-1.112218228644092,-0.0026700725296302606,3.8402391884904925,1
130,moving_0126.jpg,0.37485343651380165,-0.006578828195653058,0.9267203023494752,0.025121730964699055,-1.290687080022381,-0.0011317778339103878,3.9075596813772187,1
129,moving_0131.jpg,0.35474431768170445,-0.006069492186405815,0.9345947948790657,0.02553820123067119,-1.0328181860984682,-0.0029491038245977015,3.8371476843209225,1
60,moving_0063.jpg,0.7725882065164922,-0.025820804920861366,0.6342844065480602,0.011137360317603689,0.5482961567021899,-0.009261150569803742,0.1375958307944243,1
59,moving_0058.jpg,0.8357186069514319,-0.021163366064606223,0.5485744026727736,0.013879721329461069,1.0469841806681541,-0.005312254615278286,0.2379071743942492,1
58,moving_0057.jpg,0.8466271360962142,-0.020035425548435043,0.5316111593985283,0.014513764210844798,1.1373517120694538,-0.005009808452108504,0.2746624694960665,1
57,moving_0056.jpg,0.8585934975901758,-0.018973201167108485,0.51209451240423,0.014711692588385663,1.2389414264986016,-0.005375030008767113,0.3284357536217641,1
56,moving_0052.jpg,0.8999300975564628,-0.01623509366922327,0.43547454110532996,0.014972150636074108,1.5968682463532249,-0.013937726160960883,0.5937902974316818,1
55,moving_0055.jpg,0.869607820827669,-0.01877186074403581,0.4931638633960064,0.014807398147029482,1.3337274697974768,-0.007789615185753614,0.3845376776468399,1
54,moving_0051.jpg,0.9091902588136929,-0.015592410612035167,0.41582583132906503,0.014792836411175195,1.6790742051844965,-0.017358493830162924,0.6753985321255751,1
